"Champion","Name","Erscheinungsdatum","TagDate","BannrateNachher","BannrateVorher","BeliebtheitNachher","BeliebtheitVorher","GewinnrateNachher","GewinnrateVorher","DeltaBannrate","DeltaBeliebtheit","DeltaGewinnrate","Quartal","AnzahlInNachfolgendenPatchen","AnzahlInVorherigenPatchen"
"RekSai","Blackfrost","05-Mar-2020",18326,0.0591,0.075,0.0608,0.0793,0.5115,0.5098,-0.0159,-0.0185,0.00169999999999992,21,0,0
"Renekton","Prehistoric","14-Jun-2015",16600,0.0037,0.0018,0.0744,0.0498,0.5122,0.4925,0.0019,0.0246,0.0197,2,0,1
"Renekton","Renektoy","29-Mar-2017",17254,0.0335,0.0047,0.1153,0.0706,0.5109,0.5148,0.0288,0.0447,-0.00390000000000001,9,0,0
"Renekton","Blackfrost","05-Mar-2020",18326,0.0623,0.0612,0.094,0.076,0.496,0.4924,0.0011,0.018,0.00359999999999999,21,1,1
"Renekton","SKT T1","17-Aug-2016",17030,0.007,0.003,0.059,0.0529,0.513,0.4918,0.004,0.00609999999999999,0.0212,7,1,1
"Renekton","Hextech","20-Dec-2018",17885,0.0446,0.0157,0.0858,0.0588,0.4884,0.5011,0.0289,0.027,-0.0127,16,1,1
"Rengar","Mecha","09-Nov-2017",17479,0.1288,0.0122,0.099,0.0452,0.4915,0.501,0.1166,0.0538,-0.00950000000000001,12,2,2
"Rengar","Pretty Kitty","27-Mar-2019",17982,0.0624,0.0749,0.0778,0.0796,0.4882,0.5007,-0.0125,-0.00180000000000001,-0.0125,17,1,2
"Rengar","Guardian of the Sands","22-Jan-2020",18283,0.07,0.0525,0.0711,0.0727,0.5163,0.4878,0.0175,-0.0016,0.0285,21,0,0
"Rengar","SSW","13-May-2015",16568,0.0478,0.0267,0.1671,0.1109,0.4965,0.4935,0.0211,0.0562,0.003,2,0,0
"Riven","Arcade","19-Aug-2015",16666,0.235,0.171,0.213,0.1679,0.5086,0.523,0.064,0.0451,-0.0144,3,0,0
"Riven","Dawnbringer","14-Jun-2017",17331,0.1246,0.0248,0.1642,0.1317,0.5161,0.5315,0.0998,0.0325,-0.0154,10,1,2
"Riven","Pulsefire","17-May-2018",17668,0.0369,0.0347,0.1038,0.0905,0.489,0.4878,0.0022,0.0133,0.00119999999999998,14,1,1
"Riven","Valiant Sword","26-Sep-2019",18165,0.044,0.0594,0.0924,0.0819,0.4738,0.4831,-0.0154,0.0105,-0.00929999999999997,19,1,2
"Riven","Championship 2016","25-Sep-2016",17069,0.0972,0.0515,0.1885,0.1441,0.5177,0.504,0.0457,0.0444,0.0137,7,1,2
"Rumble","Badlands Baron","11-Apr-2018",17632,0.0023,0.0017,0.0211,0.0183,0.491,0.4733,6e-04,0.0028,0.0177,14,1,1
"Ryze","Ryze Whitebeard","07-Dec-2015",16776,0.0997,0.0625,0.0584,0.0871,0.4829,0.4593,0.0372,-0.0287,0.0236,4,1,1
"Ryze","Guardian of the Sands","22-Jan-2020",18283,0.0194,0.1237,0.0669,0.1354,0.449,0.4568,-0.1043,-0.0685,-0.00779999999999997,21,0,1
"Ryze","SKT T1","17-Aug-2016",17030,0.0256,0.2009,0.0375,0.0647,0.4646,0.4501,-0.1753,-0.0272,0.0145,7,0,1
"Ryze","Championship","26-Sep-2019",18165,0.0204,0.0146,0.0884,0.0608,0.4791,0.4836,0.0058,0.0276,-0.00449999999999995,19,0,1
"Sejuani","Beast Hunter","04-Feb-2016",16835,1e-04,0.001,0.0243,0.0271,0.5103,0.5163,-9e-04,-0.0028,-0.00600000000000001,5,0,0
"Sejuani","Sejuani Dawnchaser","17-Nov-2016",17122,0.0015,0.0035,0.0311,0.0472,0.5007,0.5488,-0.002,-0.0161,-0.0480999999999999,8,0,0
"Sejuani","Firecracker","28-Jan-2019",17924,0.0647,9e-04,0.0935,0.0093,0.4858,0.4441,0.0638,0.0842,0.0417,17,1,1
"Sejuani","Hextech","05-Mar-2020",18326,0.0087,0.0032,0.048,0.0258,0.4906,0.4662,0.0055,0.0222,0.0244,21,0,1
"Senna","Prestige True Damage","04-Feb-2020",18296,0.253,0.3177,0.2225,0.1936,0.5147,0.4961,-0.0647,0.0289,0.0186000000000001,21,0,1
"Shaco","Wild Card","20-May-2015",16575,0.0094,0.0114,0.0666,0.0594,0.5198,0.4977,-0.002,0.00720000000000001,0.0221000000000001,2,0,0
"Shaco","Dark Star","13-Jun-2019",18060,0.0777,0.0523,0.0536,0.0457,0.5128,0.51,0.0254,0.0079,0.00280000000000002,18,1,3
"Shen","Pulsefire","17-May-2018",17668,0.0052,0.007,0.0592,0.059,0.4811,0.4859,-0.0018,0.000200000000000006,-0.00479999999999997,14,0,0
"Shen","Infernal","05-Sep-2019",18144,0.0054,0.0022,0.065,0.041,0.5039,0.4943,0.0032,0.024,0.0096,19,1,1
"Shyvana","Super Galaxy","25-May-2016",16946,0.0019,0.0457,0.0297,0.0497,0.4927,0.5181,-0.0438,-0.02,-0.0254,6,1,2
"Singed","Black Scourge","04-May-2016",16925,0.001,8e-04,0.0183,0.0161,0.5258,0.5335,2e-04,0.0022,-0.00769999999999993,6,0,0
"Singed","Beekeeper","11-Oct-2017",17450,0.0489,0.0136,0.0701,0.0419,0.5332,0.554,0.0353,0.0282,-0.0208,12,1,1
"Singed","SSW","13-May-2015",16568,7e-04,7e-04,0.0165,0.0141,0.5164,0.498,0,0.0024,0.0184,2,0,2
"Sion","Mecha Zero","13-Apr-2016",16904,0.0023,6e-04,0.0523,0.0262,0.5338,0.543,0.0017,0.0261,-0.00919999999999999,6,0,0
"Sivir","Warden","17-Feb-2015",16483,0.0027,0.0019,0.1243,0.1044,0.5333,0.5512,8e-04,0.0199,-0.0179,1,NA,NA
"Sivir","Pizza Delivery","29-Mar-2018",17619,0.0016,0.002,0.0613,0.0489,0.5035,0.4922,-4e-04,0.0124,0.0112999999999999,13,0,1
"Sivir","Blood Moon","10-Jan-2019",17906,0.0058,0.0045,0.0794,0.0661,0.5255,0.5056,0.0013,0.0133,0.0198999999999999,17,1,1
"Sivir","Victorious","12-Nov-2015",16751,8e-04,9e-04,0.0708,0.0953,0.4821,0.5214,-9.99999999999999e-05,-0.0245,-0.0393,4,1,1
"Sivir","Neo PAX","30-Aug-2017",17408,0.0028,0.0052,0.0752,0.0825,0.4964,0.518,-0.0024,-0.0073,-0.0216,11,1,2
"Skarner","Guardian of the Sands","26-Apr-2015",16551,0.0011,9e-04,0.0263,0.0234,0.5282,0.5265,2e-04,0.0029,0.00170000000000003,2,0,1
"Sona","DJ","25-Feb-2015",16491,0.001,0.0012,0.075,0.0653,0.5065,0.5192,-2e-04,0.0097,-0.0127,1,0,1
"Sona","Odyssey","12-Sep-2018",17786,0.0013,0.0014,0.0418,0.0443,0.525,0.5197,-1e-04,-0.0025,0.00529999999999997,15,0,0
"Sona","Sweetheart","11-Feb-2016",16842,2e-04,0.0016,0.0375,0.0601,0.5194,0.5428,-0.0014,-0.0226,-0.0234,5,0,0
"Soraka","Order of the Banana","31-Mar-2015",16525,0.0016,0.0017,0.0388,0.0441,0.5104,0.5104,-9.99999999999998e-05,-0.0053,0,1,1,1
"Soraka","Program","06-Apr-2016",16897,0.3033,0.1369,0.1239,0.1151,0.5421,0.5274,0.1664,0.0088,0.0147,6,1,2
"Soraka","Star Guardian","06-Sep-2017",17415,0.2598,0.0331,0.1787,0.0944,0.5438,0.5407,0.2267,0.0843,0.00309999999999999,11,0,0
"Soraka","Pajama Guardian","21-Nov-2018",17856,0.0134,0.0164,0.0763,0.066,0.5107,0.5052,-0.003,0.0103,0.00550000000000006,16,1,1
"Soraka","Dawnbringer","12-Dec-2019",18242,0.0267,0.0088,0.1127,0.049,0.5314,0.5213,0.0179,0.0637,0.0101,20,0,0
"Soraka","Winter Wonder","06-Dec-2018",17871,0.0189,0.0132,0.0824,0.0636,0.5205,0.5081,0.0057,0.0188,0.0124,16,0,1
"Swain","Dragon Master","22-Feb-2018",17584,0.0992,0.002,0.0745,0.0172,0.5015,0.4725,0.0972,0.0573,0.029,13,2,3
"Swain","Hextech","12-Dec-2019",18242,0.0249,0.0281,0.0633,0.0541,0.509,0.5185,-0.0032,0.00919999999999999,-0.00949999999999995,20,0,0
"Sylas","Freljord","10-Jan-2020",18271,0.0289,0.0128,0.0772,0.0333,0.474,0.4464,0.0161,0.0439,0.0276,21,2,2
"Syndra","Queen of Diamonds","20-May-2015",16575,0.001,0.0023,0.0222,0.0318,0.4788,0.473,-0.0013,-0.0096,0.00580000000000003,2,0,0
"Syndra","Star Guardian","06-Sep-2017",17415,0.0624,0.1019,0.0863,0.0884,0.4791,0.4773,-0.0395,-0.0021,0.00180000000000002,11,1,2
"Syndra","Snow Day","10-Dec-2015",16779,0.0017,9e-04,0.0477,0.0264,0.4826,0.5079,8e-04,0.0213,-0.0253,4,0,1
"Syndra","SKT T1","27-Jun-2017",17344,0.1292,0.1029,0.1003,0.1406,0.4787,0.5016,0.0263,-0.0403,-0.0229,10,2,3
"TahmKench","Urf Kench","31-Mar-2016",16891,0.0724,0.1997,0.0362,0.0598,0.4749,0.4648,-0.1273,-0.0236,0.0101,5,1,2
"TahmKench","Coin Emperor","28-Jan-2019",17924,0.0058,0.0075,0.0251,0.0235,0.4522,0.453,-0.0017,0.0016,-0.000800000000000023,17,1,2
"Taliyah","SSG","20-Jul-2018",17732,0.083,0.1616,0.074,0.071,0.5243,0.5259,-0.0786,0.003,-0.00160000000000005,15,1,3
"Talon","Blood Moon","09-Feb-2017",17206,0.1986,0.0098,0.0935,0.03,0.5374,0.5455,0.1888,0.0635,-0.0081,9,1,2
"Talon","Enduring Sword","04-Sep-2018",17778,0.0805,0.2431,0.0583,0.0842,0.519,0.5249,-0.1626,-0.0259,-0.00590000000000002,15,0,1
"Talon","Talon Blackwood","19-Mar-2020",18340,0.0481,0.0589,0.0524,0.059,0.5238,0.5126,-0.0108,-0.00659999999999999,0.0112000000000001,21,NA,NA
"Talon","SSW","13-May-2015",16568,0.0052,0.0032,0.0596,0.0413,0.5289,0.5313,0.002,0.0183,-0.00239999999999996,2,0,0
"Taric","Pool Party","13-Jul-2016",16995,0.0032,0.0192,0.0406,0.0452,0.5238,0.5176,-0.016,-0.0046,0.00620000000000009,7,0,0
"Taric","Taric Luminshield","19-Mar-2020",18340,0.0163,0.0232,0.0426,0.0358,0.5319,0.5396,-0.0069,0.0068,-0.00769999999999993,21,NA,NA
"Teemo","Omega Squad","08-Apr-2015",16533,0.0032,0.0026,0.0302,0.0219,0.4911,0.4793,6e-04,0.0083,0.0118,2,0,0
"Teemo","Beemo","01-May-2018",17652,0.0312,0.0256,0.0421,0.0347,0.4901,0.4928,0.0056,0.0074,-0.00270000000000004,14,1,2
"Teemo","Little Devil","19-Oct-2016",17093,0.0113,0.0169,0.0644,0.0554,0.527,0.521,-0.0056,0.009,0.00600000000000001,8,0,2
"Thresh","Blood Moon","08-Jan-2015",16443,0.0226,0.0312,0.431,0.4014,0.4856,0.4794,-0.0086,0.0296,0.00619999999999998,1,NA,NA
"Thresh","Dark Star","15-Jun-2016",16967,0.0054,0.0039,0.3084,0.2692,0.486,0.4846,0.0015,0.0392,0.00140000000000001,6,1,1
"Thresh","High Noon","30-Aug-2018",17773,0.0531,0.0237,0.2218,0.1387,0.5056,0.4907,0.0294,0.0831,0.0149,15,0,1
"Thresh","Pulsefire","21-Nov-2019",18221,0.0995,0.1037,0.2378,0.2358,0.4957,0.4962,-0.0042,0.002,-5e-04,20,2,2
"Thresh","SSW","13-May-2015",16568,0.0119,0.0108,0.4656,0.4134,0.4954,0.4892,0.0011,0.0522,0.00619999999999998,2,0,0
"Tristana","Dragon Trainer","03-Dec-2015",16772,0.0055,0.005,0.1961,0.2022,0.4896,0.4801,5e-04,-0.00609999999999999,0.00949999999999995,4,1,1
"Tristana","Omega Squad","26-Jul-2017",17373,0.1247,0.002,0.2781,0.0831,0.5161,0.5073,0.1227,0.195,0.00880000000000003,11,0,0
"Tristana","Little Demon","30-May-2019",18046,0.0063,0.0077,0.0813,0.0897,0.4936,0.4938,-0.0014,-0.0084,-0.000200000000000033,18,0,0
"Tristana","Bewitching","19-Oct-2016",17093,5e-04,8e-04,0.0579,0.0829,0.505,0.498,-3e-04,-0.025,0.00700000000000001,8,0,0
"Trundle","Worldbreaker","10-Nov-2016",17115,0.004,0.0068,0.0521,0.0547,0.495,0.5307,-0.0028,-0.0026,-0.0357,8,0,0
"Trundle","Dragonslayer","30-Jan-2020",18291,0.0031,0.0015,0.0339,0.0208,0.4981,0.4818,0.0016,0.0131,0.0163,21,1,1
"Tryndamere","Nightmare","07-Jun-2015",16593,0.0054,0.0026,0.0528,0.0368,0.5307,0.5317,0.0028,0.016,-0.001,2,0,0
"Tryndamere","Beast Hunter","04-Feb-2016",16835,2e-04,0.0107,0.0241,0.0316,0.511,0.4898,-0.0105,-0.0075,0.0212,5,0,0
"Tryndamere","Chemtech","05-Jun-2017",17322,0.036,0.0077,0.0664,0.0573,0.532,0.6212,0.0283,0.0091,-0.0891999999999999,10,0,0
"Tryndamere","Blood Moon","20-Feb-2020",18312,0.0402,0.0609,0.0475,0.0471,0.5018,0.5274,-0.0207,0.000399999999999998,-0.0256,21,0,0
"TwistedFate","Cutpurse","21-Jul-2015",16637,0.1007,0.0102,0.1375,0.0918,0.5204,0.5208,0.0905,0.0457,-0.000400000000000067,3,0,0
"TwistedFate","Blood Moon","09-Feb-2017",17206,0.0051,0.0094,0.0863,0.0956,0.5248,0.5338,-0.0043,-0.0093,-0.00900000000000001,9,0,0
"TwistedFate","Pulsefire","17-May-2018",17668,0.0393,0.0546,0.0991,0.078,0.5205,0.5095,-0.0153,0.0211,0.011,14,1,2
"Twitch","Omega Squad","26-Jul-2017",17373,0.246,0.1359,0.1881,0.1678,0.5281,0.5298,0.1101,0.0203,-0.00170000000000003,11,1,1
"Twitch","Twitch Shadowfoot","19-Mar-2020",18340,0.003,0.004,0.0344,0.0304,0.5031,0.5099,-0.001,0.004,-0.00680000000000003,21,NA,NA
"Twitch","SSW","13-May-2015",16568,4e-04,4e-04,0.0238,0.0187,0.4953,0.47,0,0.0051,0.0253,2,1,2
"Twitch","Ice King","06-Dec-2018",17871,0.0197,0.0138,0.0794,0.0648,0.5079,0.5125,0.0059,0.0146,-0.00459999999999994,16,0,0
"Udyr","Definitely Not","31-Mar-2015",16525,0.0069,0.0016,0.0798,0.0315,0.5175,0.5022,0.0053,0.0483,0.0153,1,0,0
"Udyr","Dragon Oracle","15-Aug-2019",18123,0.011,0.0161,0.0234,0.0291,0.51,0.5081,-0.0051,-0.0057,0.00190000000000001,19,0,2
"Urgot","High Noon","30-Aug-2018",17773,0.0601,0.0073,0.0792,0.0279,0.5035,0.5143,0.0528,0.0513,-0.0108,15,0,0
"Varus","Varus Swiftbolt","07-Dec-2015",16776,7e-04,6e-04,0.0352,0.0336,0.5079,0.5172,1e-04,0.0016,-0.00929999999999997,4,1,1
"Varus","Dark Star","15-Jun-2016",16967,7e-04,4e-04,0.0386,0.0288,0.4913,0.4997,3e-04,0.0098,-0.00839999999999996,6,0,1
"Varus","Infernal","05-Sep-2019",18144,0.002,0.0023,0.0448,0.047,0.4754,0.4796,-3e-04,-0.0022,-0.00420000000000004,19,0,0
"Varus","Heartseeker","13-Feb-2015",16479,4e-04,6e-04,0.0171,0.0233,0.5015,0.5039,-2e-04,-0.0062,-0.00240000000000007,1,NA,NA
"Varus","Conqueror","25-Apr-2018",17646,0.0129,0.0931,0.0798,0.1648,0.4802,0.5024,-0.0802,-0.085,-0.0221999999999999,14,1,1
"Vayne","Arclight","20-Apr-2015",16545,0.0112,0.0051,0.2751,0.1849,0.5048,0.4883,0.0061,0.0902,0.0165,2,0,0
"Vayne","PROJECT","22-Nov-2017",17492,0.2045,0.1575,0.2635,0.2388,0.5013,0.5051,0.047,0.0247,-0.00380000000000003,12,1,1
"Vayne","Firecracker","28-Jan-2019",17924,0.251,0.0369,0.2379,0.1629,0.5076,0.4898,0.2141,0.075,0.0178,17,1,1
"Vayne","Soulstealer","28-Jul-2016",17010,0.0464,0.0433,0.1992,0.2457,0.4703,0.48,0.0031,-0.0465,-0.00969999999999999,7,1,1
"Veigar","Omega Squad","26-Jul-2017",17373,0.0074,0.007,0.0549,0.0418,0.4859,0.5055,4e-04,0.0131,-0.0196,11,0,1
"Veigar","Elderwood","29-Aug-2019",18137,0.0206,0.0218,0.0607,0.0624,0.4981,0.5003,-0.0012,-0.0017,-0.00219999999999998,19,0,0
"Velkoz","Arclight","28-Jan-2015",16463,0.0012,0.0014,0.0464,0.0448,0.4984,0.5066,-2e-04,0.0016,-0.00820000000000004,1,NA,NA
"Velkoz","Definitely Not","31-Mar-2016",16891,0.0011,0.0319,0.0508,0.0325,0.5172,0.5177,-0.0308,0.0183,-0.000500000000000056,5,0,0
"Vi","Demon","19-Oct-2015",16727,0.0158,0.0251,0.0934,0.0795,0.512,0.4963,-0.0093,0.0139,0.0157,4,0,1
"Vi","PROJECT","22-Nov-2017",17492,0.005,0.0023,0.0436,0.0346,0.5018,0.4964,0.0027,0.009,0.00540000000000002,12,2,2
"Vi","Warring Kingdoms","19-Jan-2017",17185,0.1138,0.1037,0.1162,0.1495,0.5142,0.5291,0.0101,-0.0333,-0.0149,9,0,0
"Vi","Heartbreaker","11-Feb-2019",17938,0.0088,0.0034,0.0515,0.0357,0.5082,0.5116,0.0054,0.0158,-0.00340000000000007,17,1,1
"Viktor","Death Sworn","25-Oct-2017",17464,0.0021,0.0023,0.0337,0.04,0.4662,0.4761,-2e-04,-0.0063,-0.00990000000000002,12,1,1
"Vladimir","Academy","26-Aug-2015",16673,0.0133,0.1042,0.0935,0.1228,0.4871,0.4905,-0.0909,-0.0293,-0.00340000000000001,3,0,0
"Vladimir","Dark Waters","31-May-2018",17682,0.3624,0.1859,0.1592,0.121,0.4952,0.5137,0.1765,0.0382,-0.0185000000000001,14,0,0
"Vladimir","Nightbringer","12-Dec-2019",18242,0.1393,0.1875,0.115,0.1163,0.4978,0.4887,-0.0482,-0.0013,0.0091,20,0,0
"Volibear","El Rayo","01-Jun-2016",16953,0.0531,0.0133,0.0853,0.0568,0.5313,0.5376,0.0398,0.0285,-0.00629999999999997,6,0,1
"Warwick","Marauder","17-Feb-2015",16483,0.005,0.0892,0.0427,0.0544,0.5057,0.4847,-0.0842,-0.0117,0.021,1,NA,NA
"Warwick","PROJECT","01-Aug-2019",18109,0.0068,0.0053,0.0392,0.0284,0.5085,0.513,0.0015,0.0108,-0.00450000000000006,19,0,1
"Warwick","Lunar Guardian","08-Feb-2018",17570,0.2392,0.0447,0.1126,0.0757,0.5349,0.5404,0.1945,0.0369,-0.00549999999999995,13,1,1
"Warwick","Urfwick","08-Nov-2017",17478,0.0306,0.0549,0.0537,0.0694,0.5302,0.5129,-0.0243,-0.0157,0.0173,12,1,1
"Xayah","Star Guardian","12-Sep-2019",18151,0.0572,0.0185,0.1469,0.1038,0.4977,0.5189,0.0387,0.0431,-0.0212000000000001,19,1,3
"Xayah","Sweetheart","12-Feb-2018",17574,0.1821,0.0627,0.2247,0.1372,0.5157,0.4924,0.1194,0.0875,0.0233,13,1,1
"Xayah","SSG","20-Jul-2018",17732,0.0184,0.0239,0.1119,0.0704,0.4936,0.487,-0.0055,0.0415,0.00659999999999999,15,0,1
"Xerath","Guardian of the Sands","26-Apr-2015",16551,0.0153,0.0609,0.0674,0.1142,0.5078,0.4954,-0.0456,-0.0468,0.0124,2,0,1
"Xerath","Dark Star","26-Mar-2020",18347,0.0077,0.0045,0.057,0.039,0.4952,0.4833,0.0032,0.018,0.0119,21,NA,NA
"XinZhao","Secret Agent","16-Mar-2015",16510,0.0012,0.0011,0.0468,0.0404,0.5017,0.484,9.99999999999998e-05,0.0064,0.0177,1,1,1
"XinZhao","Dragonslayer","09-Mar-2017",17234,0.0035,6e-04,0.056,0.0243,0.5331,0.5271,0.0029,0.0317,0.00600000000000001,9,0,1
"XinZhao","Cosmic Defender","21-Aug-2018",17764,0.0511,0.0902,0.0701,0.0834,0.5102,0.5065,-0.0391,-0.0133,0.00370000000000004,15,0,0
"Yasuo","Blood Moon","25-Feb-2016",16856,0.0462,0.1359,0.1716,0.1299,0.4933,0.4765,-0.0897,0.0417,0.0168,5,0,2
"Yasuo","Nightbringer","14-Jun-2017",17331,0.4673,0.3199,0.1439,0.169,0.4968,0.5458,0.1474,-0.0251,-0.0489999999999999,10,2,4
"Yasuo","Odyssey","12-Sep-2018",17786,0.5479,0.5839,0.1797,0.1921,0.4714,0.4792,-0.0359999999999999,-0.0124,-0.00780000000000003,15,0,0
"Yasuo","Battle Boss","28-Jun-2019",18075,0.4871,0.5172,0.1926,0.1563,0.473,0.4737,-0.0301,0.0363,-0.000700000000000034,18,0,0
"Yasuo","True Damage","10-Nov-2019",18210,0.4903,0.5033,0.2199,0.1883,0.486,0.4874,-0.013,0.0316,-0.00140000000000001,20,1,1
"Yorick","Arclight","02-Oct-2017",17441,0.0027,0.0039,0.0147,0.0161,0.4901,0.5061,-0.0012,-0.0014,-0.016,12,0,0
"Yorick","Meowrick","27-Mar-2019",17982,0.0383,0.1394,0.0298,0.0858,0.5076,0.5268,-0.1011,-0.056,-0.0192,17,2,2
"Yuumi","Heartseeker","04-Feb-2020",18296,0.0468,0.0226,0.0927,0.0334,0.4791,0.461,0.0242,0.0593,0.0181,21,0,1
"Zac","Pool Party","25-Jun-2015",16611,0.0014,0.0022,0.0301,0.0361,0.4839,0.4909,-8e-04,-0.006,-0.00700000000000001,2,1,1
"Zac","SKT T1","27-Jun-2017",17344,0.7476,0.2429,0.0743,0.0836,0.5279,0.4966,0.5047,-0.00929999999999999,0.0313000000000001,10,2,4
"Zed","PROJECT","07-Sep-2015",16685,0.1257,0.2028,0.1718,0.1099,0.4846,0.4987,-0.0771,0.0619,-0.0141,3,2,2
"Zed","Galaxy Slayer","18-Apr-2019",18004,0.5647,0.5522,0.1329,0.1332,0.5018,0.5174,0.0125,-0.000300000000000022,-0.0155999999999999,18,1,2
"Zed","Championship","25-Sep-2016",17069,0.4951,0.585,0.0921,0.0901,0.5006,0.4824,-0.0899,0.002,0.0182,7,1,1
"Zed","Death Sworn","25-Oct-2017",17464,0.4245,0.4309,0.1206,0.1328,0.4984,0.4938,-0.00640000000000002,-0.0122,0.00459999999999999,12,0,1
"Ziggs","Master Arcanist","06-May-2015",16561,0.0018,8e-04,0.0645,0.0264,0.5107,0.4921,0.001,0.0381,0.0186000000000001,2,0,1
"Ziggs","Battle Boss","08-Aug-2017",17386,0.0023,0.0025,0.0385,0.0371,0.5154,0.5366,-2e-04,0.0014,-0.0212,11,2,2
"Ziggs","Sugar Rush","17-Dec-2019",18247,0.001,0.0015,0.014,0.0157,0.4997,0.5021,-5e-04,-0.0017,-0.00240000000000001,20,0,0
"Ziggs","Odyssey","12-Sep-2018",17786,0.0011,0.0018,0.0234,0.0254,0.4973,0.5017,-7e-04,-0.002,-0.00440000000000002,15,0,0
"Zilean","Blood Moon","10-May-2015",16565,8e-04,7e-04,0.0085,0.0055,0.522,0.4857,1e-04,0.003,0.0363,2,0,2
"Zilean","Sugar Rush","17-Dec-2019",18247,0.0075,0.0081,0.0394,0.0277,0.5262,0.5192,-6e-04,0.0117,0.00700000000000001,20,0,0
"Zoe","Pool Party","02-Aug-2018",17745,0.3893,0.3425,0.09,0.1027,0.4914,0.5004,0.0468,-0.0127,-0.00899999999999995,15,1,2
"Zoe","Star Guardian","12-Sep-2019",18151,0.0451,0.0408,0.0549,0.0381,0.4936,0.4966,0.0043,0.0168,-0.003,19,1,2
"Zyra","Dragon Sorceress","09-Mar-2017",17234,0.0199,0.0376,0.0764,0.1351,0.501,0.512,-0.0177,-0.0587,-0.011,9,1,3
