Champion,Patch
Skarner,5.16
Skarner,5.13
Skarner,5.1
Skarner,4.5
Skarner,4.4
Skarner,4.3
Skarner,4.2
Skarner,4.16
Skarner,4.11
Skarner,4.10
Sona,9.21
Sona,9.20
Sona,9.13
Sona,8.9
Sona,8.7
Sona,8.3
Sona,8.2
Sona,7.9
Sona,7.5
Sona,7.3
Sona,7.24
Sona,7.23
Sona,7.22
Sona,7.2
Sona,7.16
Sona,7.12
Sona,6.8
Sona,6.16
Sona,6.15
Sona,6.14
Sona,5.5
Sona,5.22
Sona,5.1
Sona,4.9
Sona,4.5
Sona,4.21
Sona,4.20
Sona,4.2
Sona,4.17
Sona,4.13
Sona,3.8
Sona,3.14
Sona,3.02
Sona,10.6
Sona,10.5
Sona,10.4
Sona,10.3
Sona,10.2
Soraka,9.9
Soraka,9.17
Soraka,9.15
Soraka,9.10
Soraka,9.1
Soraka,8.8
Soraka,8.22
Soraka,7.9
Soraka,7.22
Soraka,7.18
Soraka,6.9
Soraka,6.8
Soraka,6.7
Soraka,6.5
Soraka,6.19
Soraka,6.16
Soraka,5.5
Soraka,5.24
Soraka,5.22
Soraka,4.9
Soraka,4.8
Soraka,4.5
Soraka,4.21
Soraka,4.20
Soraka,4.2
Soraka,4.17
Soraka,3.15
Soraka,3.14
Soraka,3.13
Soraka,10.6
Soraka,10.4
Swain,9.15
Swain,9.14
Swain,8.9
Swain,8.8
Swain,8.7
Swain,8.6
Swain,8.5
Swain,8.4
Swain,8.3
Swain,8.24
Swain,8.2
Swain,8.14
Swain,8.10
Swain,7.9
Swain,7.7
Swain,7.22
Swain,7.14
Swain,6.9
Swain,6.8
Swain,6.23
Swain,6.13
Swain,6.11
Swain,6.10
Swain,5.24
Swain,5.22
Swain,4.5
Swain,3.13
Swain,10.6
Swain,10.3
Sylas,9.9
Sylas,9.7
Sylas,9.6
Sylas,9.5
Sylas,9.4
Sylas,9.24b
Sylas,9.22
Sylas,9.21
Sylas,9.2
Sylas,9.19
Sylas,9.17
Sylas,9.16
Sylas,9.14
Sylas,9.13
Sylas,9.12
Sylas,10.7
Sylas,10.4
Sylas,10.2
Sylas,10.1
Syndra,9.22
Syndra,9.16
Syndra,9.15
Syndra,9.13
Syndra,8.9
Syndra,8.6
Syndra,8.3
Syndra,8.2
Syndra,8.15
Syndra,8.1
Syndra,7.9
Syndra,7.7
Syndra,7.24
Syndra,7.22
Syndra,7.2
Syndra,7.19
Syndra,7.18
Syndra,7.16
Syndra,7.14
Syndra,7.12
Syndra,7.11
Syndra,7.1
Syndra,6.9
Syndra,6.7
Syndra,6.23
Syndra,6.17
Syndra,6.16
Syndra,6.13
Syndra,6.12
Syndra,5.4
Syndra,5.22
Syndra,5.2
Syndra,5.18
Syndra,5.14
Syndra,5.13
Syndra,5.1
Syndra,4.5
Syndra,4.4
Syndra,4.14
Syndra,3.7
Syndra,3.14
Syndra,3.13
Syndra,10.6
Syndra,10.5
TahmKench,9.9
TahmKench,9.2
TahmKench,9.19
TahmKench,9.18
TahmKench,9.17
TahmKench,9.16
TahmKench,9.14
TahmKench,9.12
TahmKench,9.10
TahmKench,8.8
TahmKench,8.7
TahmKench,8.3
TahmKench,8.24
TahmKench,8.19
TahmKench,8.16
TahmKench,7.7
TahmKench,7.22
TahmKench,7.20
TahmKench,7.16
TahmKench,7.15
TahmKench,7.12
TahmKench,6.5
TahmKench,6.4
TahmKench,6.2
TahmKench,6.17
TahmKench,6.13
TahmKench,5.24
TahmKench,5.23
TahmKench,5.22
TahmKench,5.18
TahmKench,5.17
TahmKench,5.16
TahmKench,5.14
TahmKench,5.13
TahmKench,10.5
TahmKench,10.4
Taliyah,9.9
Taliyah,9.7
Taliyah,9.18
Taliyah,9.15
Taliyah,9.13
Taliyah,8.9
Taliyah,8.8
Taliyah,8.23
Taliyah,8.20
Taliyah,8.16
Taliyah,8.15
Taliyah,8.13
Taliyah,8.12
Taliyah,8.11
Taliyah,7.9
Taliyah,7.23
Taliyah,7.22
Taliyah,7.20
Taliyah,7.16
Taliyah,7.14
Taliyah,7.13
Taliyah,6.24
Taliyah,6.20
Taliyah,6.18
Taliyah,6.15
Taliyah,6.14
Taliyah,6.13
Taliyah,6.11
Taliyah,6.10
Talon,8.9
Talon,8.6
Talon,8.4
Talon,8.3
Talon,8.2
Talon,8.14
Talon,8.10
Talon,7.7
Talon,7.3
Talon,7.22
Talon,7.18
Talon,7.14
Talon,7.1
Talon,6.8
Talon,6.5
Talon,6.22
Talon,5.22
Talon,4.5
Talon,4.4
Talon,4.20
Talon,4.19
Talon,4.18
Talon,4.17
Talon,4.1
Talon,10.7
Talon,10.6
Talon,10.4
Taric,9.22
Taric,9.2
Taric,8.17
Taric,8.13
Taric,7.24
Taric,7.22
Taric,7.14
Taric,6.9
Taric,6.8
Taric,6.15
Taric,5.22
Taric,5.16
Taric,5.10
Taric,4.5
Taric,3.15
Taric,3.14
Taric,3.04
Taric,3.03
Taric,10.6
Teemo,9.8
Teemo,9.24
Teemo,9.18
Teemo,8.9
Teemo,8.7
Teemo,8.6
Teemo,8.3
Teemo,8.24
Teemo,8.2
Teemo,8.10
Teemo,7.9
Teemo,7.7
Teemo,7.4
Teemo,7.24b
Teemo,7.22
Teemo,7.2
Teemo,7.16
Teemo,7.11
Teemo,6.9
Teemo,6.8
Teemo,6.24
Teemo,6.22
Teemo,6.19
Teemo,6.18
Teemo,6.12
Teemo,6.1
Teemo,5.20
Teemo,5.16
Teemo,5.15
Teemo,4.5
Teemo,4.3
Teemo,4.2
Teemo,3.13
Teemo,3.12
Teemo,3.11
Teemo,10.6
Teemo,10.4
Teemo,10.3
Thresh,9.4
Thresh,9.24
Thresh,9.23
Thresh,9.22
Thresh,9.17
Thresh,9.12
Thresh,8.9
Thresh,8.3
Thresh,8.24
Thresh,8.23
Thresh,8.19
Thresh,8.15
Thresh,7.9
Thresh,7.4
Thresh,7.23
Thresh,7.22
Thresh,7.21
Thresh,7.17
Thresh,7.15
Thresh,6.22
Thresh,6.21
Thresh,6.2
Thresh,6.17
Thresh,6.16
Thresh,6.13
Thresh,6.12
Thresh,6.1
Thresh,5.16
Thresh,5.15
Thresh,5.13
Thresh,4.7
Thresh,4.5
Thresh,4.4
Thresh,4.2
Thresh,4.14
Thresh,4.13
Thresh,4.11
Thresh,4.10
Thresh,4.1
Thresh,3.8
Thresh,3.6
Thresh,3.13
Thresh,3.12
Thresh,3.10
Thresh,10.6
Thresh,10.2
Thresh,10.1
Tristana,9.13
Tristana,9.1
Tristana,8.5
Tristana,8.4
Tristana,8.3
Tristana,8.24b
Tristana,8.24
Tristana,8.20
Tristana,8.2
Tristana,8.13
Tristana,8.11
Tristana,7.9
Tristana,7.3
Tristana,7.22
Tristana,7.19
Tristana,7.18
Tristana,7.16
Tristana,6.16
Tristana,6.10
Tristana,5.9
Tristana,5.7
Tristana,5.5
Tristana,5.4
Tristana,5.22
Tristana,5.2
Tristana,5.18
Tristana,4.5
Tristana,4.4
Tristana,4.19
Tristana,4.18
Tristana,4.17
Tristana,4.13
Tristana,4.10
Tristana,3.03
Tristana,3.01
Tristana,10.7
Trundle,9.8
Trundle,9.6
Trundle,9.4
Trundle,8.22
Trundle,8.2
Trundle,8.18
Trundle,8.16
Trundle,7.22
Trundle,7.2
Trundle,7.14
Trundle,7.13
Trundle,6.9
Trundle,6.18
Trundle,6.17
Trundle,6.13
Trundle,6.11
Trundle,6.1
Trundle,5.9
Trundle,5.5
Trundle,5.23
Trundle,5.12
Trundle,4.5
Trundle,3.8
Trundle,3.6
Trundle,3.5
Trundle,10.4
Trundle,10.2
Tryndamere,9.5
Tryndamere,9.4
Tryndamere,9.13
Tryndamere,9.12
Tryndamere,9.10
Tryndamere,9.1
Tryndamere,8.3
Tryndamere,8.16
Tryndamere,8.13
Tryndamere,7.22
Tryndamere,6.8
Tryndamere,6.20
Tryndamere,6.10
Tryndamere,5.12
Tryndamere,4.5
Tryndamere,4.20
Tryndamere,4.10
Tryndamere,3.13
Tryndamere,3.12
Tryndamere,3.03
Tryndamere,3.01
TwistedFate,9.4
TwistedFate,9.22
TwistedFate,9.19
TwistedFate,9.1
TwistedFate,8.9
TwistedFate,8.8
TwistedFate,8.3
TwistedFate,8.22
TwistedFate,8.14
TwistedFate,7.9
TwistedFate,7.6
TwistedFate,7.22
TwistedFate,7.20
TwistedFate,7.17
TwistedFate,7.15
TwistedFate,6.8
TwistedFate,6.7
TwistedFate,6.16
TwistedFate,5.6
TwistedFate,5.3
TwistedFate,5.24
TwistedFate,4.5
TwistedFate,4.4
TwistedFate,4.3
TwistedFate,4.15
TwistedFate,4.1
TwistedFate,3.7
TwistedFate,3.10
TwistedFate,3.02
TwistedFate,10.6
Twitch,9.4
Twitch,9.16
Twitch,9.1
Twitch,8.5
Twitch,8.4
Twitch,8.3
Twitch,8.2
Twitch,8.14
Twitch,8.13
Twitch,8.11
Twitch,7.9
Twitch,7.3
Twitch,7.22
Twitch,7.20
Twitch,7.19
Twitch,7.16
Twitch,7.14
Twitch,6.8
Twitch,6.24
Twitch,6.23
Twitch,6.22
Twitch,6.19
Twitch,6.17
Twitch,6.13
Twitch,5.8
Twitch,5.6
Twitch,5.22
Twitch,5.18
Twitch,5.16
Twitch,4.6
Twitch,4.5
Twitch,4.10
Udyr,9.5
Udyr,9.14
Udyr,9.13
Udyr,8.4
Udyr,8.1
Udyr,7.9
Udyr,7.8
Udyr,7.5
Udyr,7.22
Udyr,7.21
Udyr,7.10
Udyr,6.8
Udyr,6.7
Udyr,6.4
Udyr,6.21
Udyr,6.19
Udyr,4.8
Udyr,4.5
Udyr,4.4
Udyr,4.20
Udyr,4.19
Udyr,4.13
Udyr,3.7
Udyr,3.6
Udyr,3.5
Udyr,3.12
Udyr,3.10
Udyr,10.4
Urgot,9.7
Urgot,9.6
Urgot,9.4
Urgot,9.2
Urgot,9.14
Urgot,9.1
Urgot,8.19
Urgot,8.11
Urgot,7.9
Urgot,7.24
Urgot,7.23
Urgot,7.22
Urgot,7.21
Urgot,7.17
Urgot,7.16
Urgot,7.15
Urgot,6.8
Urgot,6.5
Urgot,5.5
Urgot,5.22
Urgot,4.5
Urgot,4.16
Urgot,4.15
Urgot,4.11
Urgot,10.6
Urgot,10.4
Varus,9.4
Varus,9.20
Varus,9.1
Varus,8.9
Varus,8.8
Varus,8.3
Varus,8.24b
Varus,8.24
Varus,8.21
Varus,8.17
Varus,8.13
Varus,8.11
Varus,8.1
Varus,7.9
Varus,7.6
Varus,7.5
Varus,7.4
Varus,7.22
Varus,7.19
Varus,7.13
Varus,6.24
Varus,6.13
Varus,6.10
Varus,6.1
Varus,5.5
Varus,5.3
Varus,5.22
Varus,4.5
Varus,4.21
Varus,4.16
Varus,4.13
Varus,3.8
Varus,3.7
Varus,3.13
Varus,10.6
Varus,10.5
Varus,10.1
Vayne,9.3
Vayne,9.19
Vayne,9.15
Vayne,9.11
Vayne,9.10
Vayne,9.1
Vayne,8.3
Vayne,8.2
Vayne,8.18
Vayne,8.14
Vayne,8.11
Vayne,8.1
Vayne,7.9
Vayne,7.8
Vayne,7.24
Vayne,7.22
Vayne,7.19
Vayne,6.8
Vayne,6.24
Vayne,6.22
Vayne,6.20
Vayne,6.17
Vayne,6.16
Vayne,6.15
Vayne,5.22
Vayne,5.20
Vayne,5.14
Vayne,4.5
Vayne,4.16
Vayne,4.15
Vayne,4.13
Vayne,3.6
Vayne,3.15
Vayne,3.14
Vayne,3.10
Vayne,3.03
Vayne,10.6
Vayne,10.4
Veigar,9.19
Veigar,9.1
Veigar,8.9
Veigar,8.8
Veigar,8.2
Veigar,8.19
Veigar,8.18
Veigar,7.9
Veigar,7.5
Veigar,7.22
Veigar,7.19
Veigar,7.12
Veigar,6.9
Veigar,6.8
Veigar,6.19
Veigar,6.17
Veigar,6.14
Veigar,6.10
Veigar,5.6
Veigar,5.5
Veigar,5.4
Veigar,5.22
Veigar,5.21
Veigar,5.18
Veigar,5.13
Veigar,4.5
Veigar,4.19
Veigar,4.13
Veigar,3.9
Veigar,3.7
Veigar,3.01
Veigar,10.6
Velkoz,9.6
Velkoz,8.9
Velkoz,8.3
Velkoz,8.14
Velkoz,7.9
Velkoz,7.23
Velkoz,7.22
Velkoz,7.19
Velkoz,6.9
Velkoz,6.2
Velkoz,6.15
Velkoz,6.11
Velkoz,6.10
Velkoz,5.6
Velkoz,5.22
Velkoz,5.16
Velkoz,4.5
Velkoz,4.4
Velkoz,4.3
Velkoz,4.13
Velkoz,4.12
Velkoz,10.6
Vi,9.7
Vi,9.6
Vi,9.5
Vi,9.24
Vi,9.2
Vi,8.8
Vi,8.6
Vi,8.3
Vi,8.24
Vi,8.22
Vi,8.20
Vi,8.2
Vi,8.19
Vi,8.14
Vi,7.7
Vi,7.3
Vi,7.24
Vi,7.23
Vi,7.22
Vi,7.18
Vi,7.16
Vi,7.10
Vi,6.5
Vi,6.17
Vi,5.5
Vi,5.17
Vi,4.5
Vi,4.4
Vi,4.19
Vi,4.11
Vi,3.8
Vi,3.6
Vi,3.14
Vi,3.03
Vi,3.02
Vi,3.01
Vi,10.7
Vi,10.4
Vi,10.1
Viktor,9.6
Viktor,9.21
Viktor,9.20
Viktor,9.17
Viktor,9.1
Viktor,8.9
Viktor,8.3
Viktor,8.24
Viktor,8.22
Viktor,8.2
Viktor,8.18
Viktor,8.14
Viktor,8.11
Viktor,7.9
Viktor,7.6
Viktor,7.22
Viktor,7.20
Viktor,6.9
Viktor,6.4
Viktor,6.22
Viktor,6.16
Viktor,6.15
Viktor,6.14
Viktor,6.11
Viktor,5.5
Viktor,5.24
Viktor,5.22
Viktor,5.18
Viktor,5.17
Viktor,5.16
Viktor,4.5
Viktor,4.18
Viktor,4.17
Viktor,3.8
Viktor,3.13
Viktor,10.4
Viktor,10.2
Vladimir,8.7
Vladimir,8.3
Vladimir,8.2
Vladimir,8.13
Vladimir,7.9
Vladimir,7.6
Vladimir,7.4
Vladimir,7.3
Vladimir,7.22
Vladimir,6.9
Vladimir,6.8
Vladimir,6.21
Vladimir,6.20
Vladimir,6.18
Vladimir,6.15
Vladimir,6.14
Vladimir,6.13
Vladimir,6.11
Vladimir,6.10
Vladimir,4.7
Vladimir,4.5
Vladimir,4.16
Vladimir,4.11
Vladimir,3.13
Volibear,9.9
Volibear,9.2
Volibear,9.1
Volibear,8.8
Volibear,8.5
Volibear,8.4
Volibear,8.3
Volibear,8.2
Volibear,7.9
Volibear,7.7
Volibear,7.22
Volibear,6.8
Volibear,6.19
Volibear,6.13
Volibear,5.5
Volibear,5.22
Volibear,5.16
Volibear,4.9
Volibear,4.5
Volibear,4.3
Volibear,3.01
Warwick,9.21
Warwick,9.18
Warwick,9.12
Warwick,9.11
Warwick,8.9
Warwick,8.8
Warwick,8.7
Warwick,8.3
Warwick,8.24b
Warwick,8.24
Warwick,7.9
Warwick,7.3
Warwick,7.22
Warwick,7.2
Warwick,7.17
Warwick,6.8
Warwick,5.8
Warwick,4.5
Warwick,4.21
Warwick,4.20
Warwick,4.19
Warwick,3.7
Warwick,3.5
Warwick,3.10
Warwick,10.6
Warwick,10.3
Warwick,10.1
Xayah,9.6
Xayah,9.22
Xayah,9.20
Xayah,9.18
Xayah,9.16
Xayah,9.15
Xayah,9.1
Xayah,8.8
Xayah,8.6
Xayah,8.3
Xayah,8.15
Xayah,8.11
Xayah,7.9
Xayah,7.8
Xayah,7.23
Xayah,7.22
Xayah,7.13
Xayah,7.12
Xayah,7.11
Xerath,9.15
Xerath,9.1
Xerath,8.9
Xerath,8.3
Xerath,7.9
Xerath,7.22
Xerath,7.19
Xerath,7.18
Xerath,7.15
Xerath,6.9
Xerath,6.7
Xerath,6.24
Xerath,6.16
Xerath,5.8
Xerath,5.4
Xerath,5.22
Xerath,5.1
Xerath,4.5
Xerath,4.2
Xerath,4.17
Xerath,4.16
Xerath,4.15
Xerath,4.14
Xerath,3.12
Xerath,10.6
XinZhao,9.2
XinZhao,9.19
XinZhao,9.10
XinZhao,9.1
XinZhao,8.8
XinZhao,8.7
XinZhao,8.6
XinZhao,8.4
XinZhao,8.3
XinZhao,8.2
XinZhao,8.11
XinZhao,7.8
XinZhao,7.3
XinZhao,7.24
XinZhao,7.22
XinZhao,7.21
XinZhao,7.19
XinZhao,6.8
XinZhao,6.4
XinZhao,6.3
XinZhao,6.12
XinZhao,5.9
XinZhao,5.5
XinZhao,5.24
XinZhao,5.14
XinZhao,5.13
XinZhao,4.5
XinZhao,4.21
XinZhao,4.2
XinZhao,3.03
XinZhao,10.7
XinZhao,10.6
Yasuo,9.9
Yasuo,9.6
Yasuo,9.4
Yasuo,9.3
Yasuo,9.24
Yasuo,9.23
Yasuo,9.21
Yasuo,9.2
Yasuo,9.14
Yasuo,9.1
Yasuo,8.8
Yasuo,8.3
Yasuo,8.24
Yasuo,8.2
Yasuo,8.11
Yasuo,7.9
Yasuo,7.8
Yasuo,7.24b
Yasuo,7.23
Yasuo,7.22
Yasuo,7.2
Yasuo,7.17
Yasuo,7.16
Yasuo,7.13
Yasuo,7.12
Yasuo,7.11
Yasuo,7.10
Yasuo,6.24
Yasuo,6.22
Yasuo,6.21
Yasuo,6.2
Yasuo,6.18
Yasuo,6.17
Yasuo,6.16
Yasuo,6.14
Yasuo,6.1
Yasuo,5.8
Yasuo,5.14
Yasuo,4.5
Yasuo,4.3
Yasuo,4.21
Yasuo,4.2
Yasuo,4.18
Yasuo,4.17
Yasuo,4.13
Yasuo,4.12
Yasuo,4.11
Yasuo,4.1
Yasuo,3.15
Yasuo,10.4
Yasuo,10.3
Yasuo,10.1
Yorick,9.6
Yorick,9.5
Yorick,9.2
Yorick,8.23
Yorick,8.21
Yorick,8.17
Yorick,8.12
Yorick,7.7
Yorick,7.6
Yorick,7.5
Yorick,7.24
Yorick,7.22
Yorick,7.14
Yorick,7.11
Yorick,7.10
Yorick,6.23
Yorick,6.21
Yorick,6.20
Yorick,6.18
Yorick,5.6
Yorick,4.9
Yorick,4.5
Yorick,4.4
Yorick,4.2
Yorick,3.11
Yorick,10.6
Yuumi,9.24
Yuumi,9.20
Yuumi,9.19
Yuumi,9.16
Yuumi,9.14
Yuumi,9.12
Yuumi,9.11
Yuumi,9.10
Yuumi,10.3
Zac,9.19
Zac,9.17
Zac,9.12
Zac,9.11
Zac,8.21
Zac,8.10
Zac,8.1
Zac,7.9
Zac,7.7
Zac,7.5
Zac,7.22
Zac,7.17
Zac,7.15
Zac,7.13
Zac,7.12
Zac,7.11
Zac,7.10
Zac,6.9
Zac,6.21
Zac,6.2
Zac,6.15
Zac,6.13
Zac,5.5
Zac,5.23
Zac,5.19
Zac,5.18
Zac,5.16
Zac,5.12
Zac,4.5
Zac,4.3
Zac,4.21
Zac,4.11
Zac,3.7
Zac,3.6
Zac,3.5
Zac,3.10
Zed,9.8
Zed,9.6
Zed,9.4
Zed,9.1
Zed,8.9
Zed,8.7
Zed,8.6
Zed,8.4
Zed,8.3
Zed,7.24
Zed,7.22
Zed,7.18
Zed,7.17
Zed,7.1
Zed,6.7
Zed,6.3
Zed,6.22
Zed,6.18
Zed,6.12
Zed,6.11
Zed,5.9
Zed,5.23
Zed,5.22
Zed,5.2
Zed,5.17
Zed,5.16
Zed,4.5
Zed,4.15
Zed,4.14
Zed,4.10
Zed,3.7
Zed,3.6
Zed,3.13
Zed,3.03
Zed,10.4
Ziggs,9.16
Ziggs,9.15
Ziggs,9.12
Ziggs,9.1
Ziggs,8.9
Ziggs,8.3
Ziggs,8.21
Ziggs,7.9
Ziggs,7.22
Ziggs,7.19
Ziggs,7.15
Ziggs,7.14
Ziggs,7.11
Ziggs,6.9
Ziggs,6.8
Ziggs,6.3
Ziggs,6.24
Ziggs,6.21
Ziggs,6.20
Ziggs,6.13
Ziggs,6.11
Ziggs,6.10
Ziggs,5.6
Ziggs,5.24
Ziggs,5.22
Ziggs,4.5
Ziggs,4.2
Ziggs,4.13
Ziggs,4.12
Ziggs,4.11
Ziggs,3.9
Ziggs,3.13
Ziggs,3.02
Ziggs,10.2
Zilean,8.9
Zilean,8.3
Zilean,7.9
Zilean,7.22
Zilean,7.14
Zilean,6.8
Zilean,6.17
Zilean,6.13
Zilean,5.6
Zilean,5.5
Zilean,5.4
Zilean,5.23
Zilean,5.22
Zilean,5.21
Zilean,5.14
Zilean,5.13
Zilean,5.12
Zilean,4.5
Zilean,4.20
Zilean,4.19
Zilean,4.17
Zilean,4.16
Zilean,4.14
Zilean,4.13
Zilean,10.6
Zilean,10.5
Zilean,10.3
Zoe,9.6
Zoe,9.18
Zoe,9.15
Zoe,8.9
Zoe,8.5
Zoe,8.4
Zoe,8.3
Zoe,8.21
Zoe,8.16
Zoe,8.14
Zoe,8.13
Zoe,8.1
Zoe,7.24b
Zoe,7.24
Zoe,7.23
Zoe,10.6
Zyra,9.6
Zyra,9.4
Zyra,9.3
Zyra,9.2
Zyra,9.17
Zyra,9.10
Zyra,9.1
Zyra,8.9
Zyra,8.7
Zyra,8.3
Zyra,8.21
Zyra,8.11
Zyra,8.1
Zyra,7.9
Zyra,7.5
Zyra,7.3
Zyra,7.24
Zyra,7.22
Zyra,7.20
Zyra,7.2
Zyra,7.15
Zyra,7.12
Zyra,7.11
Zyra,6.9
Zyra,6.2
Zyra,6.19
Zyra,6.15
Zyra,6.14
Zyra,6.13
Zyra,5.3
Zyra,5.22
Zyra,5.18
Zyra,4.5
Zyra,3.7
Zyra,3.13
Zyra,10.6
Zyra,10.1
